MARCHE_ID;NUMERO_LOT;ACHETEURS_NOM;MARCHE_OBJET;NOTIFICATION_DATE;MONTANT;TITULAIRES_DENOMINATION
20192019T0001200;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - ETANCHEITE - VEGETALISATION;2019-02-21;141767.08;SOPREMA ENTREPRISES
20192019T0001500;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - GROS OEUVRE;2019-02-20;752146.92;ENTREPRISE DE CONSTRUCTION WIMMER
20192019T0001100;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - METALLERIE;2019-02-20;74471.28;COMEPOR EST
20192019T0001000;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - CHARPENTE METALLIQUE;2019-02-20;34728.4;COMEPOR EST
20192019F0002200;None;COMMUNE DE STRASBOURG;CONCEPTION , FOURNITURE ET INSTALLATION D EMOBILIER DE RESERVE.;2019-02-18;53379.0;BRUYNZEEL RANGEMENTS
20192019S0001900;None;COMMUNE DE STRASBOURG;RECONSTITUTION HISTORIQUE ET REALISATION D'ANIMATIONS SUR SUPPORT - MULTIMEDIA DANS LE CADRE DE L'AMENAGEMENT DE LA MAISON DES GARDIENS ET DES ACCES A LA PLATEFORME - DE LA CATHEDRALE NOTRE DAME DE STRASBOURG.;2019-02-08;64875.0;INVENTIVE
20192019S0000500;None;COMMUNE DE STRASBOURG;PRESTATIONS DE NETTOYAGE D'EQUIPEMENTS SPORTIFS DE LA VILLE DE STRASBOURG - SECTEUR ROBERTSAU / CITE DE L'ILL;2019-02-06;100000.0;ACCESS ASSISTANCE
20192019S0000700;None;COMMUNE DE STRASBOURG;PRESTATIONS DE NETTOYAGE D'EQUIPEMENTS SPORTIFS DE LA VILLE DE STRASBOURG - SECTEUR KOENIGSHOFFEN;2019-02-06;95000.0;ACCESS ASSISTANCE
20192019S0000800;None;COMMUNE DE STRASBOURG;PRESTATIONS DE NETTOYAGE D'EQUIPEMENTS SPORTIFS DE LA VILLE DE STRASBOURG - SECTEUR NEUDORF / PORT DU RHIN;2019-02-06;50000.0;ACCESS ASSISTANCE
20192019S0000600;None;COMMUNE DE STRASBOURG;PRESTATIONS DE NETTOYAGE D'EQUIPEMENTS SPORTIFS DE LA VILLE DE STRASBOURG - SECTEUR ORANGERIE;2019-02-06;30000.0;ACCESS ASSISTANCE
20192019S0000400;None;COMMUNE DE STRASBOURG;SEANCES D'EVEIL MUSICAL POUR LES ENFANTS JUSQU'A 4 ANS DANS LES ETABLISSEMENTS D'ACCUEIL GERES PAR LA VILLE DE STRASBOURG (CRECHES, HALTE-GARDERIE, JARDINS D'ENFANTS).;2019-01-30;None;ARTENREEL
20192019S0001400;None;COMMUNE DE STRASBOURG;PRESTATIONS DE DEBARDAGE DE LA FORET DE L'OEUVRE NOTRE DAME;2019-01-30;None;DEBARDAGE DIEDA FRERES
20192019S0000200;None;COMMUNE DE STRASBOURG; PRESTATIONS DE TRANSFERTS PAR VOITURE DES PARLEMENTAIRES EUROPEENS ET DE DELEGATIONS - PRESTATION DE TRANSPORT PAR VOITURE;2019-01-28;None;ASSOCIATION CENTRALE AUTO TAXI
20192019S0000300;None;COMMUNE DE STRASBOURG; PRESTATIONS DE TRANSFERTS PAR VOITURE DES PARLEMENTAIRES EUROPEENS ET DE DELEGATIONS - PRESTATION DE TRANSPORT PAR VOITURE DE PERSONNALITES;2019-01-28;None;ASSOCIATION CENTRALE AUTO TAXI
20192019S0002100;None;COMMUNE DE STRASBOURG;ASSISTANCE A LA MAITRISE D'OUVRAGE POUR L'IMPLANTATION DES MOBILIERS DE STOCKAGE AU SEIN DU POLE D'ETUDE ET DE CONSERVATION DES MUSEES DE LA VILLE DE STRASBOURG AINSI QU'UNE ASSISTANCE A LA REDACTION DU DOSSIER DE CONSULTATION DES ENTREPRISES,;2019-01-08;None;FONTENAS*HUGUES/
20192019S0000100;None;COMMUNE DE STRASBOURG; PRESTATIONS DE TRANSFERTS PAR VOITURE DES PARLEMENTAIRES EUROPEENS ET DE DELEGATIONS - PRESTATION DE TRANSPORT DE VOITURE;2019-01-05;None;INTERNATIONAL TRANSPORTS SERVICES
